Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text
perkStealthRank1Desc,progression,Perk,,,Stealth Rank 1,
perkStealthRank1LongDesc,progression,Perk,,,"Loose board traps and land mines trigger half a second slower. Take 20% less damage from land mines.  Sneak attacks deal an extra 50% damage.  Hide in the shadows 13% more effectively, noises from actions are muffled 10%, and sneak movement is 10% faster.\nEnemies will search for you for up to 50 seconds.",
perkStealthRank2Desc,progression,Perk,,,Stealth Rank 2,
perkStealthRank2LongDesc,progression,Perk,,,"Loose board traps and land mines trigger 1 second slower. Take 35% less damage from land mines.  Sneak attacks deal an extra 100% damage.  Hide in the shadows 26% more effectively, noises from actions are muffled 20% and sneak movement is 20% faster.\nEnemies will search for you for up to 40 seconds.",
perkStealthRank3Desc,progression,Perk,,,Stealth Rank 3,
perkStealthRank3LongDesc,progression,Perk,,,"Loose board traps and land mines trigger 2 second slower. Take 50% less damage from land mines. Can pick up land mines.  Sneak attacks deal an extra 150% damage.  Hide in the shadows 39% more effectively, noises from actions are muffled 30%, and sneak movement is 30% faster.\nEnemies will search for you for up to 30 seconds.",
perkStealthRank4Desc,progression,Perk,,,Stealth Rank 4,
perkStealthRank4LongDesc,progression,Perk,,,"Loose board traps and land mines trigger 2 second slower. Take 50% less damage from land mines. Can pick up land mines.  Sneak attacks deal an extra 200% damage.  Hide in the shadows 52% more effectively, noises from actions are muffled 40%, and sneak movement is 40% faster.\nEnemies will search for you for up to 25 seconds.",
perkStealthRank5Desc,progression,Perk,,,Stealth Rank 5,
perkStealthRank5LongDesc,progression,Perk,,,"Loose board traps and land mines trigger 2 second slower. Take 50% less damage from land mines. Can pick up land mines.  Sneak attacks deal an extra 250% damage.  Hide in the shadows 65% more effectively, noises from actions are muffled 50% and sneak movement is 50% faster.\nEnemies will search for you for up to 20 seconds.",
perkLuckyLooter1Name,progression,Perk,,,Lucky Looter,
perkLuckyLooter1Desc,progression,Perk,,,Specialize in tracking down the motherlode and maybe getting a little extra for your trouble.\nYou find better loot with every perk level.,
perkLuckyLooter1Rank1LongDesc,progression,Perk,,,Adds 5% to loot bonus for containers that you open personally. Looting is 5% faster.,
perkLuckyLooter1Rank2LongDesc,progression,Perk,,,Adds 10% to loot bonus. Looting is 10% faster.,
perkLuckyLooter1Rank3LongDesc,progression,Perk,,,Adds 15% to loot bonus. Looting is 15% faster.,
perkLuckyLooter1Rank4LongDesc,progression,Perk,,,Adds 20% to loot bonus. Looting is 20% faster.,
perkLuckyLooter1Rank5LongDesc,progression,Perk,,,Adds 25% to loot bonus. Looting is 25% faster.,
perkTreasureHunter1Name,progression,Perk,,,Treasure Hunter,
perkTreasureHunter1Desc,progression,Perk,,,Become one of the greatest treasure hunters of all time learning tricks that would even make Blackbeard envious.,
perkTreasureHunter1Rank1LongDesc,progression,Perk,,,For every 7 blocks dug up the treasure search radius is reduced by 1m. Without the perk you have to dig up 10 blocks each.\nFind 10% more items in buried treasure.,
perkTreasureHunter1Rank2LongDesc,progression,Perk,,,For every 5 blocks dug up the treasure search radius is reduced by 1m.\nFind 20% more items in buried treasure.,
perkTreasureHunter1Rank3LongDesc,progression,Perk,,,For every 3 blocks dug up the treasure search radius is reduced by 1m.\nFind 30% more items in buried treasure.,

perkCharismaticNatureRank1LongDesc,progression,Perk,,,Increase Max Health and Max Stamina by 20.,
perkCharismaticNatureRank2LongDesc,progression,Perk,,,Increase Entity Damage by 20% and Block Damage by 20% for melee items.,
perkCharismaticNatureRank3LongDesc,progression,Perk,,,Decrease Health Loss by 10% whenever you take damage.,
perkCharismaticNatureRank4LongDesc,progression,Perk,,,"Increase Walk Speed, Run Speed and Experience Gain by 10%",
perkCharismaticNatureRank5LongDesc,progression,Perk,,,"Increase Attacks Per Minute for Melee Items by 10%, Increase Crouch Speed by 10% and 10% Higher Chance for Loot Drop from Entities.",

perkDemolitionsExpert1Name,progression,Perk,,,Demolitions Expert,
perkDemolitionsExpert1Desc,progression,Perk,,,"Specialize in explosive weapons to stun, cripple and dismember your foes.",
perkDemolitionsExpert1Rank1Desc,progression,Perk,,,Demolitions Rank 1,
perkDemolitionsExpert1Rank1LongDesc,progression,Perk,,,"Increase damage 10%, reload speed 15%, aim 10% faster, 50% chance to stun enemies and  a 5% greater chance to dismember.",
perkDemolitionsExpert1Rank2Desc,progression,Perk,,,Demolitions Rank 2,
perkDemolitionsExpert1Rank2LongDesc,progression,Perk,,,"Increase damage by 20%, reload speed 20%, aim 20% faster, 100% chance to stun enemies, and a 10% greater chance to dismember.",
perkDemolitionsExpert1Rank3Desc,progression,Perk,,,Demolitions Rank 3,
perkDemolitionsExpert1Rank3LongDesc,progression,Perk,,,"Increase damage 30%, increase reload speed by 25%, aim 30% faster, have a 33% chance to cripple enemies and a 20% greater chance to dismember.",
perkDemolitionsExpert1Rank4Desc,progression,Perk,,,Demolitions Rank 4,
perkDemolitionsExpert1Rank4LongDesc,progression,Perk,,,"Increase damage 40%, reload speed by 30%, aim 40% faster, have a 66% chance to cripple enemies and a 30% greater chance to dismember.",
perkDemolitionsExpert1Rank5Desc,progression,Perk,,,Demolitions Rank 5,
perkDemolitionsExpert1Rank5LongDesc,progression,Perk,,,"Increase damage 50%, reload speed by 35%, aim 50% faster and a 45% greater chance to dismember. Stun lasts longer on enemies.",
perkSalvageOperations1Name,progression,Perk,,,Salvage Operations,
perkSalvageOperations1Desc,progression,Perk,,,"Waste not, want not! Salvage items for more resources with a wrench, ratchet or impact driver.",
perkSalvageOperations1Rank1LongDesc,progression,Perk,,,"Deal 10% more damage, decreased stamina usage by 8% and 15% for power attacks, harvest 20% faster and gains 20% more resources with a wrench, ratchet or impact driver.",
perkSalvageOperations1Rank2LongDesc,progression,Perk,,,"Deal 20% more damage, decreased stamina usage by 15% and 30% for power attacks, harvest 40% faster and gains 40% more resources with a wrench, ratchet or impact driver.",
perkSalvageOperations1Rank3LongDesc,progression,Perk,,,"Deal 30% more damage, decreased stamina usage by 20% and 40% for power attacks, gain 10 stamina after harvesting a block, harvest 60% faster and gains 60% more resources with a wrench, ratchet or impact driver.",
perkSalvageOperations1Rank4LongDesc,progression,Perk,,,"Deal 40% more damage, decreased stamina usage by 25% and 50% for power attacks, gain 20 stamina after harvesting a block, harvest 80% faster and gains 80% more resources with a wrench, ratchet or impact driver.",
perkSalvageOperations1Rank5LongDesc,progression,Perk,,,"Deal 50% more damage, gain 30 stamina after harvesting a block, harvest 100% faster and gains 100% more resources with a wrench, ratchet or impact driver.",
perkGreaseMonkey1Name,progression,Perk,,,Grease Monkey,
perkGreaseMonkey1Desc,progression,Perk,,,Learn to build vehicles cheaper from junk in the wasteland!\n\nVehicles can be assembled from parts without this perk.,
perkGreaseMonkey1Rank1LongDesc,progression,Perk,,,Craft bicycle parts 33% cheaper.\nVehicle repair kits are 10% more effective.,
perkGreaseMonkey1Rank2LongDesc,progression,Perk,,,Craft minibike parts 33% cheaper.\nVehicle repair kits are 20% more effective.,
perkGreaseMonkey1Rank3LongDesc,progression,Perk,,,Craft motorcycle parts 33% cheaper.\nVehicle repair kits are 30% more effective.,
perkGreaseMonkey1Rank4LongDesc,progression,Perk,,,Craft 4x4 truck parts 33% cheaper.\nVehicle repair kits are 40% more effective.,
perkGreaseMonkey1Rank5LongDesc,progression,Perk,,,Craft gyrocopter parts 33% cheaper.\nVehicle repair kits are 50% more effective.,

perkTurrets1Name,progression,Perk,,,Robotics Inventor,
perkTurrets1Desc,progression,Perk,,,You are fascinated with robotics. Learn to use deployed weapons.,
perkTurrets1Rank1LongDesc,progression,Perk,,,"Deal 10% more damage, 30% faster fire rate and reload an extra 10 rounds. Robot active range is increased from 10 to 14 meters.\nYou can deploy multiple robots but only the closest will be active.",
perkTurrets1Rank2LongDesc,progression,Perk,,,"Deal 20% more damage, 60% faster fire rate and reload an extra 20 rounds. Robot active range is 15 meters.",
perkTurrets1Rank3LongDesc,progression,Perk,,,"Deal 30% more damage, 90% faster fire rate and reload an extra 30 rounds. Robot active range is 16 meters.\nTwo deployed robots can be active at once.",
perkTurrets1Rank4LongDesc,progression,Perk,,,"Deal 40% more damage, 120% faster fire rate and reload an extra 40 rounds. Reload robot weapons 10% faster. Robot active range is 17 meters.\nTwo deployed robots can be active at once.",
perkTurrets1Rank5LongDesc,progression,Perk,,,Reload robot weapons 20% faster and reload an extra 50 rounds. Robot active range is 18 meters.\nThree deployed robots can be active at once.,
perkMotherLode2Name,progression,Perk,,,Mother Lode 2.0,
perkMotherLode2Desc,progression,Perk,,,"Harvest way more resources from ore, stone, terrain and trees with the base mother lode perk and miner 69'er maxed out.",
perkMotherLode2Rank1Desc,progression,Perk,,,Mother Lode 2.0 Rank 1,
perkMotherLode2Rank1LongDesc,progression,Perk,,,"Increase tool damage by 60% and block damage by 160%.  Harvest 120% more from ore, stone, terrain blocks and trees with any axe, pick, chainsaw or auger.",
perkMotherLode2Rank2Desc,progression,Perk,,,Mother Lode 2.0 Rank 2,
perkMotherLode2Rank2LongDesc,progression,Perk,,,"Increase tool damage by 70% and block damage by 170%.  Harvest 140% more from ore, stone, terrain blocks and trees with any axe, pick, chainsaw or auger.",
perkMotherLode2Rank3Desc,progression,Perk,,,Mother Lode 2.0 Rank 3,
perkMotherLode2Rank3LongDesc,progression,Perk,,,"Increase tool damage by 80% and block damage by 180%.  Harvest 160% more from ore, stone, terrain blocks and trees with any axe, pick, chainsaw or auger.",
perkMotherLode2Rank4Desc,progression,Perk,,,Mother Lode 2.0 Rank 4,
perkMotherLode2Rank4LongDesc,progression,Perk,,,"Increase tool damage by 90% and block damage by 190%.  Harvest 180% more from ore, stone, terrain blocks and trees with any axe, pick, chainsaw or auger.",
perkMotherLode2Rank5Desc,progression,Perk,,,Mother Lode 2.0 Rank 5,
perkMotherLode2Rank5LongDesc,progression,Perk,,,"Increase tool damage by 100% and block damage by 200%.  Harvest 200% more from ore, stone, terrain blocks and trees with any axe, pick, chainsaw or auger.",
perkSalvageOperations2Name,progression,Perk,,,Salvage Operations 2.0,
perkSalvageOperations2Desc,progression,Perk,,,"Salvage items for plenty more resources using a wrench, ratchet or impact driver.  Requires the base salvage operations to be maxed before purchasing.",
perkSalvageOperations2Rank1Desc,progression,Perk,,,Salvage Ops 2.0 Rank 1,
perkSalvageOperations2Rank1LongDesc,progression,Perk,,,"Deal 60% more damage, harvest 110% faster and gains 120% more resources with a wrench, ratchet or impact driver.",
perkSalvageOperations2Rank2Desc,progression,Perk,,,Salvage Ops 2.0 Rank 2,
perkSalvageOperations2Rank2LongDesc,progression,Perk,,,"Deal 70% more damage, harvest 120% faster and gains 140% more resources with a wrench, ratchet or impact driver.",
perkSalvageOperations2Rank3Desc,progression,Perk,,,Salvage Ops 2.0 Rank 3,
perkSalvageOperations2Rank3LongDesc,progression,Perk,,,"Deal 80% more damage, harvest 130% faster and gains 160% more resources with a wrench, ratchet or impact driver.",
perkSalvageOperations2Rank4Desc,progression,Perk,,,Salvage Ops 2.0 Rank 4,
perkSalvageOperations2Rank4LongDesc,progression,Perk,,,"Deal 90% more damage, harvest 140% faster and gains 180% more resources with a wrench, ratchet or impact driver.",
perkSalvageOperations2Rank5Desc,progression,Perk,,,Salvage Ops 2.0 Rank 5,
perkSalvageOperations2Rank5LongDesc,progression,Perk,,,"Deal 100% more damage, harvest 150% faster and gains 200% more resources with a wrench, ratchet or impact driver.",
perkBonusExpName,progression,Perk,,,Bonus Experience,
perkBonusExpDesc,progression,Perk,,,Gain bonus experience from killing things when any weapon is equipped.,
perkBonusExpRank1Desc,progression,Perk,,,Bonus Experience Rank 1,
perkBonusExpRank1LongDesc,progression,Perk,,,Gain 5% bonus experience per kill with any weapon equipped.,
perkBonusExpRank2Desc,progression,Perk,,,Bonus Experience Rank 2,
perkBonusExpRank2LongDesc,progression,Perk,,,Gain 10% bonus experience per kill with any weapon equipped.,
perkBonusExpRank3Desc,progression,Perk,,,Bonus Experience Rank 3,
perkBonusExpRank3LongDesc,progression,Perk,,,Gain 15% bonus experience per kill with any weapon equipped.,
perkBonusExpRank4Desc,progression,Perk,,,Bonus Experience Rank 4,
perkBonusExpRank4LongDesc,progression,Perk,,,Gain 20% bonus experience per kill with any weapon equipped.,
perkBonusExpRank5Desc,progression,Perk,,,Bonus Experience Rank 5,
perkBonusExpRank5LongDesc,progression,Perk,,,Gain 25% bonus experience per kill with any weapon equipped.,
perkBoomHeadshotName,progression,Perk,,,Boom! Headshot,
perkBoomHeadshotDesc,progression,Perk,,,"Gain bonus damage when aiming at the head, as well as bonus chance to pop them.",
perkBoomHeadshotRank1Desc,progression,Perk,,,Boom! Headshot Rank 1,
perkBoomHeadshotRank1LongDesc,progression,Perk,,,Deal 15% more damage for headshots and 10% higher chance to dismember.,
perkBoomHeadshotRank2Desc,progression,Perk,,,Boom! Headshot Rank 2,
perkBoomHeadshotRank2LongDesc,progression,Perk,,,Deal 30% more damage for headshots and 10% higher chance to dismember.,
perkBoomHeadshotRank3Desc,progression,Perk,,,Boom! Headshot Rank 3,
perkBoomHeadshotRank3LongDesc,progression,Perk,,,Deal 45% more damage for headshots and 20% higher chance to dismember.,
perkBoomHeadshotRank4Desc,progression,Perk,,,Boom! Headshot Rank 4,
perkBoomHeadshotRank4LongDesc,progression,Perk,,,Deal 60% more damage for headshots and 20% higher chance to dismember.,
perkBoomHeadshotRank5Desc,progression,Perk,,,Boom! Headshot Rank 5,
perkBoomHeadshotRank5LongDesc,progression,Perk,,,Deal 75% more damage for headshots and 40% higher chance to dismember.,
perkLockPicking2Name,progression,Perk,,,Lock Picking 2.0,
perkLockPicking2Desc,progression,Perk,,,Learn to pick locks even faster with even less chance to break a pick.,
perkLockPicking2Rank1Desc,progression,Perk,,,Lock Picking 2.0 Rank 1,
perkLockPicking2Rank1LongDesc,progression,Perk,,,You have 40% lower chance to break lockpicks.,
perkLockPicking2Rank2Desc,progression,Perk,,,Lock Picking 2.0 Rank 2,
perkLockPicking2Rank2LongDesc,progression,Perk,,,You have 50% lower chance to break lockpicks.,
perkAdvancedBarterName,progression,Perk,,,Advanced Barter,
perkAdvancedBarterDesc,progression,Perk,,,"Specialize in convincing area traders to give you a way better deal and open up their secret stashes of the really, really good stuff.",
perkAdvancedBarterRank1Desc,progression,Perk,,,Advanced Barter Rank 1,
perkAdvancedBarterRank1LongDesc,progression,Perk,,,Get an additional 5% better deal buying and selling with traders.,
perkAdvancedBarterRank2Desc,progression,Perk,,,Advanced Barter Rank 2,
perkAdvancedBarterRank2LongDesc,progression,Perk,,,Get an additional 10% better deal buying and selling with traders.,
perkAdvancedBarterRank3Desc,progression,Perk,,,Advanced Barter Rank 3,
perkAdvancedBarterRank3LongDesc,progression,Perk,,,Get an additional 15% better deal buying and selling with traders.,
perkAdvancedDaringAdventurerName,progression,Perk,,,Advanced Daring Adventurer,
perkAdvancedDaringAdventurerDesc,progression,Perk,,,Purchase this perk to gain additional choices for completing quests at any trader.,
perkAdvancedDaringAdventurerRank1Desc,progression,Perk,,,Adv. Daring Adventurer Rank 1,
perkAdvancedDaringAdventurerRank1LongDesc,progression,Perk,,,You can choose 4 quest rewards.\nIncreases trader stage by 50.,
perkAdvancedDaringAdventurerRank2Desc,progression,Perk,,,Adv. Daring Adventurer Rank 2,
perkAdvancedDaringAdventurerRank2LongDesc,progression,Perk,,,You can choose 5 quest rewards.\nIncreases trader stage by 60.,
perkAdvancedRuleOneCardioName,progression,Perk,,,Advanced Cardio,
perkAdvancedRuleOneCardioDesc,progression,Perk,,,"Train your body in the number one tactic against the zombie menace: Running away from them, but advancedly.",
perkAdvancedRuleOneCardioNameRank1Desc,progression,Perk,,,Adv. Cardio Rank 1,
perkAdvancedRuleOneCardioNameRank1LongDesc,progression,Perk,,,Increase stamina regen by 40% when sprinting.,
perkAdvancedRuleOneCardioNameRank2Desc,progression,Perk,,,Adv. Cardio Rank 2,
perkAdvancedRuleOneCardioNameRank2LongDesc,progression,Perk,,,Increase stamina regen by 50% when sprinting.,
perkAdvancedRuleOneCardioNameRank3Desc,progression,Perk,,,Adv. Cardio Rank 3,
perkAdvancedRuleOneCardioNameRank3LongDesc,progression,Perk,,,Increase stamina regen by 60% when sprinting.,
perkAdvancedSexualTrexName,progression,Perk,,,Advanced Sexual Tyrannosaurus,
perkAdvancedSexualTrexDesc,progression,Perk,,,Specialize in unleashing a relentless advanced assault of blows guaranteed to leave your prey slack-jawed at your unyielding stamina.,
perkAdvancedSexualTrexRank1Desc,progression,Perk,,,Adv. Sexy-Trex Rank 1,
perkAdvancedSexualTrexRank1LongDesc,progression,Perk,,,Reduce melee and tool stamina usage by 30% and power attacks by 60%.,
perkAdvancedSexualTrexRank2Desc,progression,Perk,,,Adv. Sexy-Trex Rank 2,
perkAdvancedSexualTrexRank2LongDesc,progression,Perk,,,Reduce melee and tool stamina usage by 35% and power attacks by 70%.\nKilling blows grant 10 bonus stamina.,
perkAdvancedSexualTrexRank3Desc,progression,Perk,,,Adv. Sexy-Trex Rank 3,
perkAdvancedSexualTrexRank3LongDesc,progression,Perk,,,Reduce melee and tool stamina usage by 40% and power attacks by 80%.\nKilling blows grant 20 bonus stamina.,
perkAdvancedSexualTrexRank4Desc,progression,Perk,,,Adv. Sexy-Trex Rank 4,
perkAdvancedSexualTrexRank4LongDesc,progression,Perk,,,Reduce melee and tool stamina usage by 45% and power attacks by 90%.\nKilling blows grant 30 bonus stamina.,
perkGreaterStaminaName,progression,Perk,,,Greater Stamina,
perkGreaterStaminaDesc,progression,Perk,,,Purchase this perk to give yourself additional stamina.,
perkGreaterStaminaRank1Desc,progression,Perk,,,Greater Stamina Rank 1,
perkGreaterStaminaRank1LongDesc,progression,Perk,,,Grants you an additional 25 stamina.,
perkGreaterStaminaRank2Desc,progression,Perk,,,Greater Stamina Rank 2,
perkGreaterStaminaRank2LongDesc,progression,Perk,,,Grants you an additional 25 stamina.,
perkGreaterStaminaRank3Desc,progression,Perk,,,Greater Stamina Rank 3,
perkGreaterStaminaRank3LongDesc,progression,Perk,,,Grants you an additional 50 stamina.,
perkGreaterHealthName,progression,Perk,,,Greater Health,
perkGreaterHealthDesc,progression,Perk,,,Purchase this perk to give yourself additional health points.,
perkGreaterHealthRank1Desc,progression,Perk,,,Greater Health Rank 1,
perkGreaterHealthRank1LongDesc,progression,Perk,,,Grants you an additional 25 health points.,
perkGreaterHealthRank2Desc,progression,Perk,,,Greater Health Rank 2,
perkGreaterHealthRank2LongDesc,progression,Perk,,,Grants you an additional 25 health points.,
perkGreaterHealthRank3Desc,progression,Perk,,,Greater Health Rank 3,
perkGreaterHealthRank3LongDesc,progression,Perk,,,Grants you an additional 50 health points.,
perkGreaterFoodandDrinkName,progression,Perk,,,Greater Food & Drink,
perkGreaterFoodandDrinkDesc,progression,Perk,,,Purchase this perk to give yourself additional max food and drink.,
perkGreaterFoodandDrinkRank1Desc,progression,Perk,,,Greater Food & Drink Rank 1,
perkGreaterFoodandDrinkRank1LongDesc,progression,Perk,,,Increases max food & drink values by 50.,
perkGreaterFoodandDrinkRank2Desc,progression,Perk,,,Greater Food & Drink Rank 2,
perkGreaterFoodandDrinkRank2LongDesc,progression,Perk,,,Increases max food & drink values by 50.,
perkGreaterFoodandDrinkRank3Desc,progression,Perk,,,Greater Food & Drink Rank 3,
perkGreaterFoodandDrinkRank3LongDesc,progression,Perk,,,Increases max food & drink values by 100.,
perkGreaterSpeedName,progression,Perk,,,Greater Speed,
perkGreaterSpeedDesc,progression,Perk,,,Purchase this perk to give youself greater walking and running speed.,
perkGreaterSpeedRank1Desc,progression,Perk,,,Greater Speed Rank 1,
perkGreaterSpeedRank1LongDesc,progression,Perk,,,Increases walk and running speed by 10%.,
perkGreaterSpeedRank2Desc,progression,Perk,,,Greater Speed Rank 2,
perkGreaterSpeedRank2LongDesc,progression,Perk,,,Increases walk and running speed by 20%.,
perkGreaterSpeedRank3Desc,progression,Perk,,,Greater Speed Rank 3,
perkGreaterSpeedRank3LongDesc,progression,Perk,,,Increases walk and running speed by 30%.,
perkFlurryOfPerceptionRank1LongDesc,progression,Perk,,,Increased attack speed while using spears and brawling weapons by 10%.,
perkFlurryOfPerceptionRank2LongDesc,progression,Perk,,,Increased attack speed while using spears and brawling weapons by 17%.,
perkFlurryOfPerceptionRank3LongDesc,progression,Perk,,,Increased attack speed while using spears and brawling weapons by 25%.,
perkArchery1Rank1LongDesc,progression,Perk,,,"Increased entity damage by 10%, increased experience gain by 5%, increased weapon handling by 10%, decreased reload speed by 10%, increased rounds per minute by 10%.",
perkArchery1Rank2LongDesc,progression,Perk,,,"Increased entity damage by 20%, increased experience gain by 10%, increased weapon handling by 20%, decreased reload speed by 20%, increased rounds per minute by 15%.",
perkArchery1Rank3LongDesc,progression,Perk,,,"Increased entity damage by 30%, increased experience gain by 15%, increased weapon handling by 30%, decreased reload speed by 30%, increased rounds per minute by 25%.",
perkArchery1Rank4LongDesc,progression,Perk,,,"Increased entity damage by 40%, increased experience gain by 20%, increased weapon handling by 40%, decreased reload speed by 40%, increased rounds per minute by 35%.",
perkArchery1Rank5LongDesc,progression,Perk,,,"Increased entity damage by 50%, increased experience gain by 25%, increased weapon handling by 50%, decreased reload speed by 50%, increased rounds per minute by 50%.",
perkBrawlerRank1LongDesc,progression,Perk,,,"Increased knuckled weapons damage by 10%, increased experience gain by 5%, decreased stamina usage by 8% and 15% for power attacks, punches to the head negate infection ability.",
perkBrawlerRank2LongDesc,progression,Perk,,,"Increased knuckled weapons damage by 20%, increased experience gain by 10%, decreased stamina usage by 15% and 30% for power attacks.",
perkBrawlerRank3LongDesc,progression,Perk,,,"Increased knuckled weapons damage by 30%, increased experience gain by 15%, decreased stamina usage by 20% and 40% for power attacks, killing blows grant 10 stamina.",
perkBrawlerRank4LongDesc,progression,Perk,,,"Increased knuckled weapons damage by 40%, increased experience gain by 20%, decreased stamina usage by 25% and 50% for power attacks, killing blows grant 20 stamina.",
perkBrawlerRank5LongDesc,progression,Perk,,,"Increased knuckled weapons damage by 50%, increased experience gain by 25%, killing blows grant 30 stamina.",
perkJavelinMasterRank1LongDesc,progression,Perk,,,"Increased spear damage by 10%, increased experience gain by 5%, increased chance to stun by 20%, decreased stamina usage by 8% and 15% for power attacks.",
perkJavelinMasterRank2LongDesc,progression,Perk,,,"Increased spear damage by 20%, increased experience gain by 10%, increased chance to stun by 40%, decreased stamina usage by 15% and 30% for power attacks.",
perkJavelinMasterRank3LongDesc,progression,Perk,,,"Increased spear damage by 30%, increased experience gain by 15%, increased chance to stun by 60%, decreased stamina usage by 20% and 40% for power attacks, killing blows grant 10 stamina.",
perkJavelinMasterRank4LongDesc,progression,Perk,,,"Increased spear damage by 40%, increased experience gain by 20%, increased chance to stun by 80%, decreased stamina usage by 25% and 50% for power attacks, killing blows grant 20 stamina.",
perkJavelinMasterRank5LongDesc,progression,Perk,,,"Increased spear damage by 50%, increased experience gain by 25%, increased chance to stun by 100%, killing blows grant 30 stamina.",
perkFlurryOfIntellectRank1LongDesc,progression,Perk,,,Increased attack speed for batons by 10%,
perkFlurryOfIntellectRank2LongDesc,progression,Perk,,,Increased attack speed for batons by 17%,
perkFlurryOfIntellectRank3LongDesc,progression,Perk,,,Increased attack speed for batons by 25%,

perkElectrocutionerRank1LongDesc,progression,Perk,,,"Batons damage increased by 10%, stun batons electrify victims 20% longer and all batons stamina usage decreased by 8% and 15% for power attacks.  Receive 15% of experience from electrical trap kills.",
perkElectrocutionerRank2LongDesc,progression,Perk,,,"Batons damage increased by 20%, stun batons electrify victims 40% longer and all batons stamina usage decreased by 15% and 30% for power attacks.  Receive 30% of experience from electrical trap kills.",
perkElectrocutionerRank3LongDesc,progression,Perk,,,"Batons damage increased by 30%, stun batons electrify victims 60% longer and all batons stamina usage decreased by 20% and 40% for power attacks.  Killing Blows grants 10 stamina.  Receive 45% of experience from electrical trap kills.",
perkElectrocutionerRank4LongDesc,progression,Perk,,,"Batons damage increased by 40%, stun batons electrify victims 80% longer and all batons stamina usage decreased by 25% and 50% for power attacks.  Killing Blows grants 20 stamina.  Receive 60% of experience from electrical trap kills.",
perkElectrocutionerRank5LongDesc,progression,Perk,,,"Batons damage increased by 50%, stun batons electrify victims 100% longer and Killing Blows grants 30 stamina.  Receive 75% of experience from electrical trap kills.",

perkBonusMagazineAmmoName,progression,Perk,,,Mag Loot Bonus: Ammo,
perkBonusMagazineDesc,progression,Perk,,,Equipping 'Mag Loot Bonus' mods to your glasses will increase the odds of finding these magazines in loot.  Equip limit is 2 and effects stack.  Loot bonus will only work for crafting magazines if you are not maxed out for that skill.,
perkBonusMagazineRank1Desc,progression,Perk,,,Bonus Rank 1,
perkBonusMagazineRank2Desc,progression,Perk,,,Bonus Rank 2,
perkBonusMagazineAmmoRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Ammunition Weekly[-] magazines.,
perkBonusMagazineAmmoRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Ammunition Weekly[-] magazines.,
perkBonusMagazineConstructionName,progression,perk,,,Mag Loot Bonus: Construction,
perkBonusMagazineConstructionRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Construction & Design[-] magazines.,
perkBonusMagazineConstructionRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Construction & Design[-] magazines.,
perkBonusMagazineResourcesName,progression,Perk,,,Mag Loot Bonus: Resources,
perkBonusMagazineResourcesRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Resourcefulness[-] magazines.,
perkBonusMagazineResourcesRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Resourcefulness[-] magazines.,
perkBonusMagazineHarvestingToolsName,progression,Perk,,,Mag Loot Bonus: Harvesting Tools,
perkBonusMagazineHarvestingToolsRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Tools Digest[-] magazines.,
perkBonusMagazineHarvestingToolsRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Tools Digest[-] magazines.,
perkBonusMagazineRepairToolsName,progression,Perk,,,Mag Loot Bonus: Repair Tools,
perkBonusMagazineRepairToolsRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Handy Land[-] magazines.\nIncreased chance to find repair tools in loot.,
perkBonusMagazineRepairToolsRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Handy Land[-] magazines.\nIncreased chance to find repair tools in loot.,
perkBonusMagazineSalvageToolsName,progression,Perk,,,Mag Loot Bonus: Salvage Tools,
perkBonusMagazineSalvageToolsRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Scrapping 4 Fun[-] magazines and [DECEA3]Wasteland Treasures[-] books.\nIncreased chance to find salvage tools in loot.,
perkBonusMagazineSalvageToolsRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Scrapping 4 Fun[-] magazines and [DECEA3]Wasteland Treasures[-] books.\nIncreased chance to find salvage tools in loot.,
perkBonusMagazineKnucklesName,progression,Perk,,,Mag Loot Bonus: Knuckles,
perkBonusMagazineKnucklesRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Furious Fists[-] magazines and [DECEA3]Bar Brawling[-] books.\nIncreased chance to find knuckle weapons in loot.,
perkBonusMagazineKnucklesRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Furious Fists[-] magazines and [DECEA3]Bar Brawling[-] books.\nIncreased chance to find knuckle weapons in loot.,
perkBonusMagazineBladesName,progression,Perk,,,Mag Loot Bonus: Blades,
perkBonusMagazineBladesRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Knife Guy[-] magazines.\nIncreased chance to find blade weapons in loot.,
